taxi_id,lon,lat,timestamp
366,116.44950333333333,39.80616333333334,1202374816
366,116.44951999999999,39.80624,1202374846
366,116.44952333333333,39.80623333333333,1202374876
366,116.44951999999999,39.80623,1202374906
366,116.44952666666667,39.806221666666666,1202374936
366,116.44951999999999,39.80622,1202374966
366,116.44951999999999,39.80622,1202374996
366,116.449515,39.80622,1202375026
366,116.44951,39.806225,1202375051
366,116.449496,39.80623,1202375085
366,116.44949,39.806234,1202375116
366,116.44948000000001,39.80624,1202375146
366,116.44948000000002,39.80624,1202375177
366,116.44948000000001,39.80624,1202375204
366,116.44961,39.80620833333333,1202375236
366,116.44957,39.80618,1202375264
366,116.44959,39.806075,1202375296
366,116.44949999999999,39.80615,1202375326
366,116.44949999999999,39.80615,1202375356
366,116.44949999999999,39.80615,1202375386
366,116.44949999999999,39.80615,1202375414
366,116.44963666666668,39.805888333333336,1202375446
366,116.44960000000002,39.80591,1202375479
366,116.4496,39.80592,1202375507
366,116.44960000000002,39.80592000000001,1202375536
366,116.44960000000002,39.80592666666666,1202375566
366,116.449448,39.806406,1202375595
366,116.44941833333333,39.80652,1202375626
366,116.44941166666666,39.80652499999999,1202375656
366,116.44941166666665,39.806446666666666,1202375686
366,116.44946000000002,39.806577999999995,1202375714
366,116.44947,39.80653500000001,1202375746
366,116.44951499999999,39.806441250000006,1202375776
366,116.44967666666666,39.80601333333333,1202375806
366,116.44964999999999,39.806662,1202375839
366,116.44965,39.806668333333334,1202375866
366,116.449538,39.806496,1202375896
366,116.44937,39.806259999999995,1202375929
366,116.44937,39.806264999999996,1202375956
366,116.44936200000002,39.806259999999995,1202375984
366,116.44936333333335,39.806243333333335,1202376016
366,116.44937250000001,39.8062325,1202376045
366,116.44938,39.80621333333333,1202376074
366,116.44936000000001,39.8062,1202376106
366,116.44935000000001,39.8062,1202376138
366,116.44935,39.8062,1202376162
366,116.44935,39.8062,1202376196
366,116.44935,39.8062,1202376226
366,116.44936833333334,39.806196666666665,1202376256
366,116.44946333333333,39.80616666666667,1202376286
366,116.44945600000001,39.806134,1202376317
366,116.44943142857144,39.80618285714286,1202376350
366,116.44941166666668,39.806218333333334,1202376376
366,116.44941833333333,39.80620333333333,1202376406
366,116.44941000000001,39.806215,1202376436
366,116.44942166666668,39.80621166666666,1202376466
366,116.44945,39.806132000000005,1202376499
366,116.449434,39.806178,1202376524
366,116.44945600000001,39.806142,1202376559
366,116.44983250000001,39.8055125,1202376582
366,116.449865,39.80541,1202376616
366,116.449185,39.806398750000014,1202376648
366,116.44912,39.80654666666667,1202376676
366,116.44912166666666,39.80654833333334,1202376706
366,116.44913166666667,39.80653833333334,1202376736
366,116.44937666666668,39.80618833333333,1202376766
366,116.44945666666666,39.80603166666666,1202376796
366,116.44925666666667,39.80629,1202376826
366,116.449245,39.806295,1202376856
366,116.44926166666666,39.8063,1202376886
366,116.44928666666668,39.8063,1202376916
366,116.44927444444443,39.8063,1202376944
366,116.44928,39.8063,1202376976
366,116.44928,39.8063,1202377006
366,116.44929,39.806309999999996,1202377036
366,116.44929833333333,39.806309999999996,1202377066
366,116.4493,39.806304999999995,1202377094
366,116.449295,39.806309999999996,1202377126
366,116.44928999999999,39.806309999999996,1202377158
366,116.44928999999999,39.806309999999996,1202377186
366,116.44929,39.806303333333325,1202377219
366,116.44928499999999,39.80629833333333,1202377246
366,116.44925833333333,39.80629,1202377276
366,116.44921999999998,39.80628000000001,1202377306
